State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
PA,Allegheny County,42,3,8/30/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,8/31/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/1/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/2/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/3/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/4/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/5/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/6/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/7/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/8/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/9/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/10/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/11/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/12/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/13/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/14/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/15/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/16/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/17/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/18/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/19/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/20/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/21/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/22/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/23/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/24/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/25/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/26/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/27/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/28/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/29/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,9/30/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/1/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/2/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/3/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/4/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/5/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/6/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/7/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/8/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/9/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/10/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/11/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/12/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/13/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/14/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/15/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/16/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/17/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/18/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/19/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/20/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/21/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/22/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/23/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/24/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/25/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/26/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/27/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/28/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/29/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/30/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,10/31/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/1/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/2/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/3/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/4/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/5/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/6/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/7/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/8/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/9/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/10/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/11/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/12/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/13/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/14/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/15/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/16/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/17/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/07/20200701-SOH-Universal-Face-Coverings-Order.pdf,"Pa. Health Order (July 1, 2020)"
PA,Allegheny County,42,3,11/18/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/19/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/20/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/21/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/22/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/23/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/24/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/25/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/26/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/27/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/28/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/29/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,11/30/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/1/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/2/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/3/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/4/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/5/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/6/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/7/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/8/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/9/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/10/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/11/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/12/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/13/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/14/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/15/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/16/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/17/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/18/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/19/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/20/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/21/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/22/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/23/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/24/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/25/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/26/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/27/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/28/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/29/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/30/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,12/31/2020,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/1/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/2/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/3/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/4/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/5/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/6/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
PA,Allegheny County,42,3,1/7/2021,1,Yes,Official,https://www.governor.pa.gov/wp-content/uploads/2020/11/20201117-SOH-Universal-Face-Coverings-Order-Update.pdf,"Pa. Health Order (Nov. 17, 2020)"
